	finished	start_time	finish_time	comment	ID	mode	cont_url	line_url	out_url
161	TRUE	 	 	 	2970611652	line2	./Data/real_data/80-B-2970611652/cont.dat	./Data/real_data/80-B-2970611652/CIV.dat	./Data/real_data/80-B-2970611652/
162	TRUE	 	 	 	2970744291	line1	./Data/real_data/81-B-2970744291/cont.dat	./Data/real_data/81-B-2970744291/MGII.dat	./Data/real_data/81-B-2970744291/
163	TRUE	 	 	 	2970744291	line2	./Data/real_data/81-B-2970744291/cont.dat	./Data/real_data/81-B-2970744291/CIV.dat	./Data/real_data/81-B-2970744291/
164	TRUE	 	 	 	2970786038	line1	./Data/real_data/82-B-2970786038/cont.dat	./Data/real_data/82-B-2970786038/MGII.dat	./Data/real_data/82-B-2970786038/
165	TRUE	 	 	 	2970786038	line2	./Data/real_data/82-B-2970786038/cont.dat	./Data/real_data/82-B-2970786038/CIV.dat	./Data/real_data/82-B-2970786038/
166	TRUE	 	 	 	2970791376	line1	./Data/real_data/83-B-2970791376/cont.dat	./Data/real_data/83-B-2970791376/MGII.dat	./Data/real_data/83-B-2970791376/
167	TRUE	 	 	 	2970791376	line2	./Data/real_data/83-B-2970791376/cont.dat	./Data/real_data/83-B-2970791376/CIV.dat	./Data/real_data/83-B-2970791376/
168	TRUE	 	 	 	2970798013	line1	./Data/real_data/84-B-2970798013/cont.dat	./Data/real_data/84-B-2970798013/MGII.dat	./Data/real_data/84-B-2970798013/
169	FALSE	 	 	 	2970798013	line2	./Data/real_data/84-B-2970798013/cont.dat	./Data/real_data/84-B-2970798013/CIV.dat	./Data/real_data/84-B-2970798013/
170	TRUE	 	 	 	2970807282	line1	./Data/real_data/85-B-2970807282/cont.dat	./Data/real_data/85-B-2970807282/MGII.dat	./Data/real_data/85-B-2970807282/
171	TRUE	 	 	 	2970807282	line2	./Data/real_data/85-B-2970807282/cont.dat	./Data/real_data/85-B-2970807282/CIV.dat	./Data/real_data/85-B-2970807282/
172	TRUE	 	 	 	2970850376	line1	./Data/real_data/86-B-2970850376/cont.dat	./Data/real_data/86-B-2970850376/MGII.dat	./Data/real_data/86-B-2970850376/
173	TRUE	 	 	 	2970850376	line2	./Data/real_data/86-B-2970850376/cont.dat	./Data/real_data/86-B-2970850376/CIV.dat	./Data/real_data/86-B-2970850376/
174	TRUE	 	 	 	2970951335	line1	./Data/real_data/87-B-2970951335/cont.dat	./Data/real_data/87-B-2970951335/MGII.dat	./Data/real_data/87-B-2970951335/
175	TRUE	 	 	 	2970951335	line2	./Data/real_data/87-B-2970951335/cont.dat	./Data/real_data/87-B-2970951335/CIV.dat	./Data/real_data/87-B-2970951335/
176	TRUE	 	 	 	2971028700	line1	./Data/real_data/88-A-2971028700/cont.dat	./Data/real_data/88-A-2971028700/Hbeta.dat	./Data/real_data/88-A-2971028700/
177	TRUE	 	 	 	2971028700	line2	./Data/real_data/88-A-2971028700/cont.dat	./Data/real_data/88-A-2971028700/MGII.dat	./Data/real_data/88-A-2971028700/
178	TRUE	 	 	 	2971049565	line1	./Data/real_data/89-B-2971049565/cont.dat	./Data/real_data/89-B-2971049565/MGII.dat	./Data/real_data/89-B-2971049565/
179	TRUE	 	 	 	2971049565	line2	./Data/real_data/89-B-2971049565/cont.dat	./Data/real_data/89-B-2971049565/CIV.dat	./Data/real_data/89-B-2971049565/
180	TRUE	 	 	 	2971086054	line1	./Data/real_data/90-A-2971086054/cont.dat	./Data/real_data/90-A-2971086054/Hbeta.dat	./Data/real_data/90-A-2971086054/
181	TRUE	 	 	 	2971086054	line2	./Data/real_data/90-A-2971086054/cont.dat	./Data/real_data/90-A-2971086054/MGII.dat	./Data/real_data/90-A-2971086054/
182	TRUE	 	 	 	2971134055	line1	./Data/real_data/91-A-2971134055/cont.dat	./Data/real_data/91-A-2971134055/Hbeta.dat	./Data/real_data/91-A-2971134055/
183	TRUE	 	 	 	2971134055	line2	./Data/real_data/91-A-2971134055/cont.dat	./Data/real_data/91-A-2971134055/MGII.dat	./Data/real_data/91-A-2971134055/
184	TRUE	 	 	 	2971214955	line1	./Data/real_data/92-B-2971214955/cont.dat	./Data/real_data/92-B-2971214955/MGII.dat	./Data/real_data/92-B-2971214955/
185	TRUE	 	 	 	2971214955	line2	./Data/real_data/92-B-2971214955/cont.dat	./Data/real_data/92-B-2971214955/CIV.dat	./Data/real_data/92-B-2971214955/
